organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory University Hospital Midtown,8/12/22,456607,14943,8/8/22,Neonatal Icu Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,Yes,4/10/24,1.673972603,Other/Unknown,21822,Columbus State University,3.75
Emory University Hospital,8/5/24,472181,14944,7/29/24,Medical/Surgical Intermediate Unit,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,11/9/24,0.282191781,Other/Unknown,21823,Columbus State University,3.25
Emory University Hospital,4/27/22,453437,14945,4/4/22,Emergency Department,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21824,Columbus State University,3.25
Emory University Hospital,9/27/21,450342,14946,9/20/21,Rehabilitation Inpatient Unit,31,Female,Bsn,2.5 - 2.99,,,No,,No,,,,21825,Columbus State University,2.75
Emory University Hospital,11/6/20,443451,14947,9/28/20,Emergency Department,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21826,Columbus State University,3.25
Emory University Hospital Midtown,10/31/19,436113,14949,10/28/19,General Medical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21828,Columbus State University,3.25
Emory Decatur Hospital,10/22/19,429515,14950,12/15/19,Neonatal Icu Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21829,Columbus State University,3.25
Emory University Hospital Midtown,7/25/19,436212,14951,7/29/19,General Medical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21830,Columbus State University,3.25
Emory University Hospital Midtown,7/25/19,436585,14952,7/29/19,General Medical Inpatient Unit,26,Male,Bsn,3.0 - 3.49,,,No,,Yes,10/4/21,2.18630137,Obtained Position Representing A Different Job Experience,21831,Columbus State University,3.25
Emory Saint Joseph’S Hospital,7/15/19,436277,14953,7/15/19,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,9/30/21,2.21369863,Compensation/Pay,21832,Columbus State University,3.25
Emory University Hospital,7/30/18,425529,14954,,General Medical Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21833,Columbus State University,3.25
Emory University Hospital,7/23/18,425441,14955,7/23/18,Oncology Inpatient Unit,25,Female,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,10/30/20,2.273972603,Relocating Out Of Area,21834,Columbus State University,3.25
Emory University Hospital,7/16/18,420560,14956,,General Medical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21835,Columbus State University,3.25
Emory University Hospital,10/13/16,4243,14958,,General Surgical Inpatient Unit,26,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21837,Columbus State University,3.25
Emory Saint Joseph’S Hospital,10/20/14,40701000,14959,,Medical/Surgical Inpatient Unit,31,Female,Bsn,3.0 - 3.49,,,No,,Yes,3/1/15,,Disability/Illness/Injury,21838,Columbus State University,3.25
Emory University Hospital,9/8/14,406586,14960,,Telemetry Unit,25,Male,Bsn,3.0 - 3.49,,,No,,No,,,,21839,Columbus State University,3.25
Emory University Hospital,8/25/14,406444,14961,,Oncology Inpatient Unit,28,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21840,Columbus State University,3.25
Emory University Hospital,8/19/13,5944,14962,,Oncology Inpatient Unit,27,Female,Bsn,3.5 And Above,,,No,,No,,,,21841,Columbus State University,3.75
Emory University Hospital,10/20/11,6222,14963,,Emergency Department,24,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21842,Columbus State University,3.25
Emory Decatur Hospital,3/22/22,452955,14964,3/14/22,Mother/Baby Unit,28,Female,Bsn,3.5 And Above,,,No,,No,,,,21843,Columbus State University,3.75
Emory Decatur Hospital,10/12/21,450364,14965,10/4/21,Medical Icu Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,Yes,8/8/23,1.843835616,Travel Nurse,21844,Columbus State University,3.25
Emory University Hospital,7/30/20,442139,14966,6/8/20,Neurology/Neurosurgical Icu Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21845,Columbus State University,3.25
Emory University Hospital,8/17/22,2477627,15006,7/11/22,Emergency Department,24,Female,Bsn,3.5 And Above,,,No,,Yes,7/18/24,2.021917808,Other/Unknown,21885,Duke University,3.75
Emory University Hospital Midtown,4/1/22,2236963,15007,4/4/22,Neonatal Icu Inpatient Unit,23,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21886,Duke University,3.75
Emory University Hospital Midtown,4/1/22,2428533,15008,3/28/22,Obstetrics/Labor & Delivery Inpatient Unit,27,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,6/10/23,1.202739726,Other/Unknown,21887,Duke University,3.75
Emory Decatur Hospital,7/26/21,448093,15009,7/26/21,Obstetrics/Labor & Delivery Inpatient Unit,27,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,8/6/23,2.030136986,Other/Unknown,21888,Duke University,3.75
Emory University Hospital,2/26/19,433100,15010,3/4/19,General Surgical Inpatient Unit,28,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,21889,Duke University,3.75
Emory University Hospital,7/30/18,425380,15011,,Emergency Department,26,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,21890,Duke University,3.25
Emory University Hospital,7/30/18,950923,15012,7/30/18,Oncology Inpatient Unit,24,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21891,Duke University,3.75
Emory University Hospital,2/23/18,1995636,15013,,Cardiac/Heart/Vascular Critical Care,23,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21892,Duke University,3.75
Emory University Hospital,9/8/14,406569,15015,,General Medical Inpatient Unit,30,Male,Bsn,3.5 And Above,,,No,,No,,,,21894,Duke University,3.75
Emory Decatur Hospital,8/2/22,456233,15016,7/25/22,Emergency Department,42,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,10/9/22,0.208219178,Family Obligations (Family/Friend Caregiving Responsibility),21895,Duke University,3.75
Emory University Hospital,10/28/24,2150185,15041,11/18/24,Medical/Surgical Inpatient Unit,29,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,10/19/25,0.917808219,Other/Unknown,21920,Emory University,3.75
Emory Saint Joseph’S Hospital,7/11/16,537865,15042,,Medical/Surgical Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21921,Emory University,3.25
Emory Saint Joseph’S Hospital,7/11/16,577434,15043,,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21922,Emory University,3.25
Emory Saint Joseph’S Hospital,7/11/16,847395,15044,,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21923,Emory University,3.25
Emory Saint Joseph’S Hospital,7/11/16,946081,15045,,Medical/Surgical Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,Yes,12/22/20,,Compensation/Pay,21924,Emory University,3.25
Emory Saint Joseph’S Hospital,3/7/16,101498,15046,,Medical/Surgical Inpatient Unit,37,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,21925,Emory University,3.75
Emory University Hospital,9/1/14,6101967,15048,,Emergency Department,47,Male,Bsn,3.5 And Above,,,No,,No,,,,21927,Emory University,3.75
Emory University Hospital,9/10/12,4425,15050,,General Medical Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,21929,Emory University,3.75
Emory University Hospital,8/13/12,4790,15051,,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,Bsn,3.5 And Above,,,No,,No,,,,21930,Emory University,3.75
Emory Saint Joseph’S Hospital,10/20/14,172553300,15052,,Medical/Surgical Inpatient Unit,23,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21931,Emory University,3.25
Emory Saint Joseph’S Hospital,7/13/15,1544402,15053,,Medical/Surgical Icu Inpatient Unit,33,Female,Bsn,3.0 - 3.49,,,No,,No,,,,21932,Emory University,3.25
Emory University Hospital,11/12/25,2603443,15056,10/26/25,Cardiac/Heart/Vascular Critical Care,24,Female,Msn (Cnl),3.5 And Above,Full-Time,,No,,No,,,,21935,Emory University,3.75
Emory University Hospital,8/20/25,2168165,15065,7/28/25,Medical Icu Inpatient Unit,26,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21944,Emory University,3.75
Emory University Hospital,8/20/25,2508817,15070,7/28/25,Neurology/Neurosurgical Icu Inpatient Unit,22,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21949,Emory University,3.75
Emory University Hospital,8/20/25,2543642,15071,8/18/25,Emergency Department,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21950,Emory University,3.75
Emory University Hospital Midtown,8/20/25,2602478,15072,7/21/25,Perioperative Or,22,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21951,Emory University,3.75
Emory University Hospital,8/20/25,2619074,15074,7/28/25,Cardiac/Heart/Vascular Critical Care,23,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21953,Emory University,3.75
Emory University Hospital,8/20/25,2645686,15075,7/28/25,Neurology/Neurosurgical Icu Inpatient Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21954,Emory University,3.75
Emory University Hospital,8/20/25,2661855,15077,8/18/25,Emergency Department,31,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,21956,Emory University,3.75
Emory Hillandale Hospital,8/19/25,2663788,15080,8/11/25,General Medical Inpatient Unit,24,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21959,Emory University,3.75
Emory University Hospital,8/18/25,2624368,15081,9/14/25,Oncology Inpatient Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21960,Emory University,3.75
The Emory Clinic,8/18/25,2657921,15082,8/18/25,Ambulatory Setting,23,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,21961,Emory University,3.25
Emory University Hospital Midtown,8/8/25,2643222,15088,8/4/25,Medical/Surgical Inpatient Unit,22,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21967,Emory University,3.75
Emory University Hospital Midtown,8/8/25,2657904,15089,8/18/25,Cardiac/Heart/Vascular Critical Care,21,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,21968,Emory University,3.75
Emory University Hospital,2/15/21,2276191,15092,2/15/21,Perioperative Or,29,Female,Masters,3.5 And Above,,,No,,Yes,2/6/22,0.975342466,Obtained Position Representing A Different Job Experience,21971,Emory University,3.75
Emory Saint Joseph’S Hospital,2/21/22,2284568,15093,2/21/22,Emergency Department,23,Female,Bsn,3.5 And Above,,,No,,Yes,11/12/22,0.723287671,Obtained Position Representing A Different Job Experience,21972,Emory University,3.75
Emory Saint Joseph’S Hospital,2/21/22,2425842,15094,2/21/22,Cardiac/Heart/Vascular Critical Care,25,Female,Masters,3.5 And Above,,,No,,Yes,9/9/22,0.547945206,Relocating Out Of Area,21973,Emory University,3.75
Emory Hillandale Hospital,11/12/24,2603108,15095,11/4/24,Emergency Department,26,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21974,Emory University,3.75
Emory Hillandale Hospital,11/12/24,2603544,15096,10/27/24,Emergency Department,24,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21975,Emory University,3.25
The Emory Clinic,10/28/24,439908,15097,10/27/24,Perioperative Or,54,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21976,Emory University,3.75
The Emory Clinic,10/28/24,2560432,15098,10/21/24,Ambulatory Setting,25,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21977,Emory University,3.25
Emory Saint Joseph’S Hospital,10/28/24,2601921,15099,11/4/24,Perioperative Or,24,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21978,Emory University,3.75
Emory University Hospital Midtown,2/28/19,1875268,15100,2/25/19,Cardiac/Heart/Vascular Critical Care,26,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,7/22/19,0.402739726,Obtained Position Representing A Different Job Experience,21979,Emory University,3.75
Emory University Hospital,4/23/25,2624360,15101,3/3/25,Emergency Department,23,Male,Masters,3.5 And Above,Full-Time,,No,,Yes,10/24/25,0.643835616,Relocating Out Of Area,21980,Emory University,3.75
Emory University Hospital,4/26/23,2045614,15103,3/6/23,Cardiac/Heart/Vascular Critical Care,28,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,1/7/24,0.84109589,Other/Unknown,21982,Emory University,3.75
Emory University Hospital,4/16/21,2386034,15104,3/8/21,Neurology/Neurosurgical Icu Inpatient Unit,29,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,11/20/21,0.704109589,Other/Unknown,21983,Emory University,3.75
Emory University Hospital Midtown,4/5/24,2543683,15105,3/11/24,Mother/Baby Unit,23,Female,Masters,3.0 - 3.49,Full-Time,,No,,Yes,9/15/24,0.515068493,Returning To School Full-Time,21984,Emory University,3.25
Emory University Hospital,4/24/24,446767,15106,3/4/24,Cardiac/Heart/Vascular Critical Care,27,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21985,Emory University,3.75
Emory University Hospital,4/24/24,1940412,15107,3/4/24,Surgical Icu Inpatient Unit,30,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,21986,Emory University,3.75
Emory University Hospital,4/24/24,2171842,15108,3/5/24,Cardiac/Heart/Vascular Critical Care,27,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21987,Emory University,3.75
Emory University Hospital,4/24/24,2208742,15109,3/11/24,Emergency Department,26,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21988,Emory University,3.75
Emory University Hospital,4/24/24,2255528,15110,3/4/24,Cardiac/Heart/Vascular Critical Care,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21989,Emory University,3.75
Emory University Hospital,4/24/24,2541964,15111,3/4/24,Surgical Icu Inpatient Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21990,Emory University,3.75
Emory University Hospital,4/24/24,2542188,15112,3/4/24,Surgical Icu Inpatient Unit,31,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21991,Emory University,3.75
Emory University Hospital,4/24/24,2542525,15113,1/8/24,Cardiac/Heart/Vascular Critical Care,23,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,10/28/25,1.805479452,Relocating Out Of Area,21992,Emory University,3.75
Emory University Hospital,4/24/24,2542692,15114,3/4/24,Emergency Department,27,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,21993,Emory University,3.75
Emory University Hospital,4/24/24,2542919,15115,1/8/24,Surgical Icu Inpatient Unit,23,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21994,Emory University,3.75
Emory University Hospital,4/24/24,2542994,15116,3/4/24,Neurology/Neurosurgical Icu Inpatient Unit,26,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21995,Emory University,3.75
Emory University Hospital,4/24/24,2543495,15117,3/4/24,Neurology/Neurosurgical Icu Inpatient Unit,24,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,21996,Emory University,3.25
Emory University Hospital,4/24/24,2552860,15118,4/24/24,Surgical Icu Inpatient Unit,35,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,11/9/25,1.545205479,Other/Unknown,21997,Emory University,3.75
Emory University Hospital,4/24/24,2552864,15119,3/4/24,Surgical Icu Inpatient Unit,24,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21998,Emory University,3.75
Emory University Hospital,4/24/24,2559816,15120,3/4/24,Neurology/Neurosurgical Icu Inpatient Unit,24,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,21999,Emory University,3.75
Emory University Hospital Midtown,4/5/24,423256,15121,4/1/24,General Surgical Inpatient Unit,30,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22000,Emory University,3.75
Emory University Hospital Midtown,4/5/24,2536770,15122,1/30/24,Surgical Icu Inpatient Unit,28,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22001,Emory University,3.25
Emory University Hospital Midtown,4/5/24,2602214,15123,4/1/24,Cardiac/Heart/Vascular Critical Care,25,Male,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22002,Emory University,3.75
Emory Decatur Hospital,3/26/24,435676,15124,3/18/24,Obstetrics/Labor & Delivery Inpatient Unit,30,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22003,Emory University,3.75
Emory Decatur Hospital,3/26/24,2540514,15125,3/18/24,Mother/Baby Unit,26,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22004,Emory University,3.75
Emory Decatur Hospital,3/26/24,2543217,15126,3/18/24,Emergency Department,27,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22005,Emory University,3.75
Emory Decatur Hospital,3/26/24,2543665,15127,3/31/24,Emergency Department,23,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22006,Emory University,3.25
Emory Decatur Hospital,3/26/24,2545062,15128,3/18/24,Mother/Baby Unit,31,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22007,Emory University,3.75
Emory Decatur Hospital,3/26/24,2546505,15129,3/18/24,Psychiatric Inpatient Unit,34,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,22008,Emory University,3.75
Emory Decatur Hospital,3/26/24,2553001,15130,3/18/24,Neonatal Icu Inpatient Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22009,Emory University,3.75
Emory Decatur Hospital,3/26/24,2553005,15131,3/18/24,Neonatal Icu Inpatient Unit,23,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22010,Emory University,3.25
Emory Decatur Hospital,3/26/24,2559810,15132,3/18/24,Obstetrics/Labor & Delivery Inpatient Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22011,Emory University,3.75
Emory Decatur Hospital,3/26/24,2559824,15133,3/18/24,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22012,Emory University,3.75
Emory University Hospital,3/11/24,2541673,15134,3/11/24,Oncology Inpatient Unit,26,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22013,Emory University,3.25
Emory University Hospital,3/11/24,2542738,15135,4/1/24,Medical/Surgical Intermediate Unit,24,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22014,Emory University,3.25
Emory Saint Joseph’S Hospital,2/22/24,2288522,15136,1/22/24,Medical/Surgical Inpatient Unit,24,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,3/18/25,1.153424658,Unhappy With Job/Facility,22015,Emory University,3.75
Emory Johns Creek Hospital,2/22/24,2542695,15137,2/5/24,Emergency Department,24,Female,Masters,3.5 And Above,Full-Time,,No,,Yes,3/4/25,1.076712329,Relocating Out Of Area,22016,Emory University,3.75
Emory Saint Joseph’S Hospital,2/22/24,2542852,15138,3/4/24,Telemetry Unit,29,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22017,Emory University,3.75
Emory Saint Joseph’S Hospital,2/22/24,2546506,15139,2/19/24,Perioperative Or,37,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22018,Emory University,3.25
Emory Johns Creek Hospital,2/22/24,2560444,15140,2/5/24,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22019,Emory University,3.75
Emory Hillandale Hospital,11/14/23,460388,15141,10/30/23,Telemetry Unit,37,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22020,Emory University,3.25
Emory Decatur Hospital,11/14/23,2021623,15142,8/8/22,Mother/Baby Unit,48,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22021,Emory University,3.25
Emory Decatur Hospital,11/14/23,2297507,15143,10/30/23,Medical/Surgical Intermediate Unit,24,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22022,Emory University,3.75
Emory Decatur Hospital,11/14/23,2425884,15144,10/30/23,Obstetrics/Labor & Delivery Inpatient Unit,30,Female,Masters,3.0 - 3.49,Full-Time,,No,,No,,,,22023,Emory University,3.25
Emory Hillandale Hospital,11/14/23,2463715,15145,11/27/23,Emergency Department,45,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22024,Emory University,3.75
Emory Decatur Hospital,11/14/23,2542053,15146,10/30/23,Obstetrics/Labor & Delivery Inpatient Unit,25,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22025,Emory University,3.75
Emory Decatur Hospital,11/14/23,2543613,15147,9/11/23,Emergency Department,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22026,Emory University,3.75
Emory Decatur Hospital,11/14/23,2545010,15148,10/30/23,Mother/Baby Unit,25,Female,Masters,3.5 And Above,Full-Time,,No,,No,,,,22027,Emory University,3.75
Emory University Hospital,11/8/23,2376112,15149,10/17/23,Cardiac/Heart/Vascular Critical Care,22,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22028,Emory University,3.75
Emory University Hospital,11/8/23,2543093,15150,10/9/23,Neurology/Neurosurgical Icu Inpatient Unit,25,Male,Masters,3.5 And Above,Full-Time,,No,,No,,,,22029,Emory University,3.75
